Source,Target,t,Type
494,765,649440,Undirected
120,253,649440,Undirected
134,253,649440,Undirected
134,765,649440,Undirected
134,494,649460,Undirected
819,939,649480,Undirected
819,939,649500,Undirected
819,939,649520,Undirected
79,311,649620,Undirected
271,601,649660,Undirected
150,271,649660,Undirected
271,601,649760,Undirected
271,601,649780,Undirected
275,311,649820,Undirected
222,311,649860,Undirected
275,311,649860,Undirected
80,222,649860,Undirected
222,275,649860,Undirected
275,311,649880,Undirected
222,311,649880,Undirected
213,311,649900,Undirected
184,265,649900,Undirected
275,496,649900,Undirected
80,662,649900,Undirected
184,265,649920,Undirected
222,275,649920,Undirected
105,181,649940,Undirected
105,181,649960,Undirected
265,751,649980,Undirected
105,181,649980,Undirected
80,311,650000,Undirected
105,181,650020,Undirected
275,311,650040,Undirected
275,311,650060,Undirected
80,275,650080,Undirected
79,222,650540,Undirected
271,601,650700,Undirected
222,271,650720,Undirected
271,601,650740,Undirected
271,601,650880,Undirected
271,601,650900,Undirected
150,601,651240,Undirected
105,181,651240,Undirected
105,513,651540,Undirected
95,194,651760,Undirected
95,194,651780,Undirected
95,194,651860,Undirected
95,194,651880,Undirected
95,194,651900,Undirected
95,194,651920,Undirected
95,194,651960,Undirected
95,194,651980,Undirected
494,765,651980,Undirected
95,194,652000,Undirected
95,194,652020,Undirected
95,194,652040,Undirected
17,179,652060,Undirected
95,194,652060,Undirected
95,194,652080,Undirected
95,194,652100,Undirected
79,662,652120,Undirected
95,194,652120,Undirected
95,194,652140,Undirected
311,496,652180,Undirected
194,311,652180,Undirected
311,496,652200,Undirected
123,223,652200,Undirected
39,662,652220,Undirected
311,496,652240,Undirected
17,179,652240,Undirected
311,496,652260,Undirected
311,496,652280,Undirected
17,50,652280,Undirected
311,496,652460,Undirected
39,662,652460,Undirected
311,496,652480,Undirected
80,222,652520,Undirected
311,496,652560,Undirected
311,496,652580,Undirected
80,222,652720,Undirected
80,222,652740,Undirected
80,222,652820,Undirected
80,222,652880,Undirected
80,222,652900,Undirected
819,939,653180,Undirected
819,939,653200,Undirected
819,939,653220,Undirected
819,939,653240,Undirected
132,172,653280,Undirected
196,939,653300,Undirected
311,939,653360,Undirected
56,132,653380,Undirected
311,819,653380,Undirected
196,819,653400,Undirected
56,132,653420,Undirected
56,132,653460,Undirected
56,132,653480,Undirected
56,132,653500,Undirected
120,603,653500,Undirected
120,603,653560,Undirected
196,819,653560,Undirected
120,603,653580,Undirected
196,819,653580,Undirected
311,819,653640,Undirected
311,819,653660,Undirected
662,939,653660,Undirected
196,939,653660,Undirected
196,939,653680,Undirected
196,939,653700,Undirected
205,496,653740,Undirected
205,496,653780,Undirected
196,939,653800,Undirected
196,939,653820,Undirected
819,939,653840,Undirected
101,431,653840,Undirected
196,939,653840,Undirected
102,762,653860,Undirected
196,939,653860,Undirected
196,939,653880,Undirected
265,751,653920,Undirected
265,751,653940,Undirected
265,751,653980,Undirected
184,265,653980,Undirected
184,265,654000,Undirected
184,265,654020,Undirected
196,939,654020,Undirected
63,150,654040,Undirected
150,481,654040,Undirected
101,431,654080,Undirected
119,431,654080,Undirected
819,939,654180,Undirected
56,132,654440,Undirected
56,132,654500,Undirected
255,743,654520,Undirected
255,743,654800,Undirected
120,494,655240,Undirected
134,267,655300,Undirected
134,513,655320,Undirected
79,123,655380,Undirected
105,513,655400,Undirected
79,267,655400,Undirected
265,268,655740,Undirected
56,132,655780,Undirected
265,268,655780,Undirected
56,132,655800,Undirected
265,268,655800,Undirected
56,132,655820,Undirected
265,268,655820,Undirected
265,826,655860,Undirected
150,709,655860,Undirected
150,709,655880,Undirected
63,481,655960,Undirected
63,150,656000,Undirected
63,150,656020,Undirected
150,481,656020,Undirected
63,150,656040,Undirected
150,709,656160,Undirected
56,132,656180,Undirected
63,150,656260,Undirected
63,481,656280,Undirected
150,709,656280,Undirected
63,150,656300,Undirected
120,494,656320,Undirected
150,709,656380,Undirected
120,494,656400,Undirected
120,494,656440,Undirected
56,132,656980,Undirected
120,494,656980,Undirected
120,494,657000,Undirected
120,494,657020,Undirected
120,494,657060,Undirected
119,448,657140,Undirected
119,448,657240,Undirected
119,448,657260,Undirected
120,494,657280,Undirected
50,131,657500,Undirected
63,499,657500,Undirected
50,131,657520,Undirected
120,494,657520,Undirected
50,131,657540,Undirected
120,494,657540,Undirected
50,131,657560,Undirected
50,131,657580,Undirected
50,131,657600,Undirected
184,268,657660,Undirected
120,494,657700,Undirected
63,662,657720,Undirected
120,494,657720,Undirected
120,494,657900,Undirected
265,804,657920,Undirected
120,494,657920,Undirected
265,804,657940,Undirected
120,494,657940,Undirected
265,804,657960,Undirected
120,494,657960,Undirected
265,268,657960,Undirected
120,494,657980,Undirected
120,494,658000,Undirected
255,804,658020,Undirected
120,494,658020,Undirected
255,804,658040,Undirected
255,804,658060,Undirected
120,494,658080,Undirected
255,804,658100,Undirected
120,494,658100,Undirected
50,131,658120,Undirected
255,804,658120,Undirected
120,494,658120,Undirected
50,131,658140,Undirected
255,804,658140,Undirected
120,494,658140,Undirected
268,804,658180,Undirected
268,804,658200,Undirected
268,804,658240,Undirected
184,804,658240,Undirected
50,131,658260,Undirected
268,804,658260,Undirected
184,804,658260,Undirected
50,131,658280,Undirected
50,131,658300,Undirected
50,131,658400,Undirected
268,804,658520,Undirected
223,601,658540,Undirected
271,601,658660,Undirected
271,601,658680,Undirected
271,601,658700,Undirected
271,601,658720,Undirected
271,601,658740,Undirected
271,601,658780,Undirected
63,709,658780,Undirected
271,601,658800,Undirected
271,601,658820,Undirected
63,709,658820,Undirected
271,601,658840,Undirected
120,494,658840,Undirected
271,601,658860,Undirected
120,494,658900,Undirected
102,875,658920,Undirected
120,494,658920,Undirected
119,533,658940,Undirected
120,494,658940,Undirected
119,533,658960,Undirected
120,494,659000,Undirected
448,533,659280,Undirected
448,533,659300,Undirected
448,533,659320,Undirected
448,533,659340,Undirected
50,131,659360,Undirected
448,533,659360,Undirected
448,533,659380,Undirected
448,533,659400,Undirected
50,102,659420,Undirected
154,499,659440,Undirected
50,102,659440,Undirected
50,102,659460,Undirected
50,102,659480,Undirected
50,102,659500,Undirected
50,102,659520,Undirected
50,102,659540,Undirected
50,102,659580,Undirected
50,131,659600,Undirected
102,131,659600,Undirected
50,131,659620,Undirected
102,131,659620,Undirected
102,131,659660,Undirected
50,102,659660,Undirected
102,131,659680,Undirected
154,499,659680,Undirected
102,131,659700,Undirected
154,499,659700,Undirected
102,131,659720,Undirected
102,131,659740,Undirected
102,131,659760,Undirected
102,131,659780,Undirected
102,131,659800,Undirected
102,131,659840,Undirected
102,131,659860,Undirected
105,113,659860,Undirected
50,131,659880,Undirected
50,131,659900,Undirected
154,499,659920,Undirected
102,131,659960,Undirected
102,131,659980,Undirected
154,499,660000,Undirected
102,131,660080,Undirected
102,131,660180,Undirected
102,131,660220,Undirected
102,131,660240,Undirected
50,102,660240,Undirected
50,131,660260,Undirected
102,131,660260,Undirected
50,102,660260,Undirected
102,131,660280,Undirected
50,102,660280,Undirected
102,131,660320,Undirected
102,131,660340,Undirected
102,131,660360,Undirected
102,131,660380,Undirected
50,131,660400,Undirected
102,131,660400,Undirected
265,826,660580,Undirected
102,131,660620,Undirected
154,499,660640,Undirected
154,499,660700,Undirected
154,499,660720,Undirected
154,499,660740,Undirected
50,131,660800,Undirected
102,131,660800,Undirected
50,131,660820,Undirected
102,131,660820,Undirected
50,131,660840,Undirected
56,132,661000,Undirected
222,267,661060,Undirected
222,267,661080,Undirected
120,819,661500,Undirected
119,762,661540,Undirected
120,819,661640,Undirected
119,533,661760,Undirected
119,533,661780,Undirected
119,533,661800,Undirected
119,448,661820,Undirected
154,499,661920,Undirected
123,223,661920,Undirected
533,709,661960,Undirected
533,709,661980,Undirected
105,113,662140,Undirected
223,496,662160,Undirected
268,826,662180,Undirected
105,113,662200,Undirected
105,113,662220,Undirected
255,268,662240,Undirected
255,268,662260,Undirected
105,113,662260,Undirected
105,113,662300,Undirected
223,662,662500,Undirected
122,154,662520,Undirected
268,804,662540,Undirected
122,154,662540,Undirected
268,804,662560,Undirected
265,826,662560,Undirected
223,496,662560,Undirected
122,154,662560,Undirected
265,826,662580,Undirected
223,496,662580,Undirected
223,496,662600,Undirected
223,496,662620,Undirected
122,154,662640,Undirected
223,496,662660,Undirected
122,154,662680,Undirected
496,662,662700,Undirected
268,804,662700,Undirected
268,804,662740,Undirected
223,496,662740,Undirected
255,743,662760,Undirected
268,804,662780,Undirected
122,154,662780,Undirected
255,743,662800,Undirected
122,154,662800,Undirected
255,273,662800,Undirected
533,709,662800,Undirected
255,743,662820,Undirected
122,154,662820,Undirected
255,273,662820,Undirected
533,709,662820,Undirected
122,154,662840,Undirected
533,709,662840,Undirected
255,743,662860,Undirected
273,743,662860,Undirected
122,154,662860,Undirected
273,743,662920,Undirected
273,743,662940,Undirected
273,743,662960,Undirected
273,743,662980,Undirected
533,709,663020,Undirected
265,826,663160,Undirected
223,496,663220,Undirected
273,743,663420,Undirected
273,743,663440,Undirected
273,743,663460,Undirected
273,743,663480,Undirected
273,743,663500,Undirected
273,743,663560,Undirected
105,113,663580,Undirected
273,743,663600,Undirected
80,875,663620,Undirected
80,875,663640,Undirected
273,743,663640,Undirected
80,875,663680,Undirected
80,875,663700,Undirected
273,743,663700,Undirected
80,875,663740,Undirected
273,743,663740,Undirected
80,875,663760,Undirected
273,743,663760,Undirected
80,875,663780,Undirected
273,743,663780,Undirected
273,743,663800,Undirected
273,743,663820,Undirected
80,875,664000,Undirected
120,819,664020,Undirected
120,819,664140,Undirected
79,122,664200,Undirected
63,709,664220,Undirected
79,122,664260,Undirected
105,113,664300,Undirected
63,709,664320,Undirected
105,113,664320,Undirected
79,122,664320,Undirected
63,709,664340,Undirected
105,113,664340,Undirected
79,122,664340,Undirected
105,113,664360,Undirected
105,113,664380,Undirected
79,122,664380,Undirected
105,113,664420,Undirected
79,122,664420,Undirected
79,122,664480,Undirected
79,122,664640,Undirected
79,122,664760,Undirected
194,311,664840,Undirected
122,533,664860,Undirected
194,311,664860,Undirected
122,533,664880,Undirected
743,826,664880,Undirected
743,826,664900,Undirected
122,533,664920,Undirected
194,311,664920,Undirected
743,826,664920,Undirected
79,122,664920,Undirected
743,826,664940,Undirected
79,122,664940,Undirected
743,826,664960,Undirected
79,122,664960,Undirected
743,826,664980,Undirected
79,122,664980,Undirected
194,311,665000,Undirected
743,826,665000,Undirected
79,122,665000,Undirected
122,533,665020,Undirected
79,122,665020,Undirected
122,533,665040,Undirected
79,122,665040,Undirected
122,533,665060,Undirected
79,122,665060,Undirected
122,533,665080,Undirected
79,122,665080,Undirected
122,533,665100,Undirected
119,154,665100,Undirected
122,533,665120,Undirected
119,154,665120,Undirected
79,122,665120,Undirected
122,533,665140,Undirected
79,122,665140,Undirected
122,533,665160,Undirected
79,122,665160,Undirected
122,533,665180,Undirected
79,122,665180,Undirected
184,743,665200,Undirected
79,122,665200,Undirected
481,709,665220,Undirected
79,122,665220,Undirected
122,533,665240,Undirected
481,709,665240,Undirected
79,122,665240,Undirected
122,533,665260,Undirected
79,122,665260,Undirected
122,533,665280,Undirected
79,122,665280,Undirected
122,533,665300,Undirected
79,122,665300,Undirected
105,113,665340,Undirected
122,533,665380,Undirected
79,122,665380,Undirected
122,533,665400,Undirected
79,122,665400,Undirected
122,533,665440,Undirected
79,122,665440,Undirected
79,122,665460,Undirected
79,122,665480,Undirected
79,122,665520,Undirected
223,311,665540,Undirected
79,122,665540,Undirected
79,122,665560,Undirected
79,122,665580,Undirected
122,533,665680,Undirected
122,533,665700,Undirected
122,533,665720,Undirected
122,533,665820,Undirected
122,533,665960,Undirected
122,533,666480,Undirected
79,533,666480,Undirected
122,533,666500,Undirected
79,122,666540,Undirected
122,533,666620,Undirected
271,492,666660,Undirected
122,533,666660,Undirected
271,492,666680,Undirected
122,533,666680,Undirected
271,492,666700,Undirected
122,533,666700,Undirected
271,492,666720,Undirected
122,533,666720,Undirected
122,533,666740,Undirected
122,533,666780,Undirected
122,533,666800,Undirected
271,492,666860,Undirected
271,492,666920,Undirected
79,122,666920,Undirected
79,122,666940,Undirected
271,492,667100,Undirected
95,253,667140,Undirected
95,253,667160,Undirected
95,123,667200,Undirected
123,253,667200,Undirected
95,123,667220,Undirected
95,123,667240,Undirected
95,123,667260,Undirected
95,123,667280,Undirected
95,123,667300,Undirected
95,123,667320,Undirected
95,123,667340,Undirected
95,123,667360,Undirected
95,123,667380,Undirected
95,123,667400,Undirected
95,123,667420,Undirected
95,123,667440,Undirected
95,123,667460,Undirected
95,123,667480,Undirected
95,123,667500,Undirected
95,123,667520,Undirected
95,123,667540,Undirected
95,123,667560,Undirected
95,123,667580,Undirected
95,123,667600,Undirected
63,122,667620,Undirected
63,709,667660,Undirected
63,709,667680,Undirected
63,709,667720,Undirected
63,709,667760,Undirected
123,253,667760,Undirected
123,253,667780,Undirected
123,253,667800,Undirected
35,826,667820,Undirected
63,481,667860,Undirected
63,481,667880,Undirected
123,253,667920,Undirected
63,481,668020,Undirected
63,481,668060,Undirected
271,492,668200,Undirected
271,492,668320,Undirected
271,492,668340,Undirected
50,875,668360,Undirected
50,875,668380,Undirected
50,875,668400,Undirected
50,875,668420,Undirected
271,492,668460,Undirected
271,492,668500,Undirected
56,132,668500,Undirected
56,132,668520,Undirected
39,113,668520,Undirected
56,132,668560,Undirected
56,132,668580,Undirected
56,132,668600,Undirected
56,132,668620,Undirected
56,132,668660,Undirected
56,132,668680,Undirected
56,132,668720,Undirected
56,132,668740,Undirected
222,267,668840,Undirected
222,267,668880,Undirected
56,132,668940,Undirected
56,132,668960,Undirected
56,132,669100,Undirected
56,132,669120,Undirected
56,132,669140,Undirected
56,132,669180,Undirected
56,132,669200,Undirected
56,132,669220,Undirected
56,132,669280,Undirected
533,709,669300,Undirected
63,481,669420,Undirected
63,481,669440,Undirected
63,709,669460,Undirected
29,120,722600,Undirected
29,120,722620,Undirected
29,120,722720,Undirected
150,499,722820,Undirected
150,533,722840,Undirected
150,533,722860,Undirected
150,533,722880,Undirected
150,533,722900,Undirected
150,533,722920,Undirected
150,533,722960,Undirected
120,662,723020,Undirected
122,271,723440,Undirected
150,533,723620,Undirected
150,533,723640,Undirected
154,271,723680,Undirected
102,448,723680,Undirected
154,271,723740,Undirected
150,533,723820,Undirected
271,601,723840,Undirected
150,533,723840,Undirected
150,533,723860,Undirected
150,533,723880,Undirected
120,779,724040,Undirected
150,533,724040,Undirected
271,601,724060,Undirected
120,779,724060,Undirected
150,533,724060,Undirected
271,601,724080,Undirected
120,779,724080,Undirected
150,533,724080,Undirected
271,601,724100,Undirected
271,601,724140,Undirected
271,601,724160,Undirected
150,533,724320,Undirected
150,533,724340,Undirected
150,533,724360,Undirected
150,533,724380,Undirected
150,533,724440,Undirected
150,533,724460,Undirected
150,533,724480,Undirected
150,533,724500,Undirected
153,492,724720,Undirected
153,492,724760,Undirected
153,492,724800,Undirected
56,132,724800,Undirected
194,939,724820,Undirected
122,154,724900,Undirected
122,154,724920,Undirected
122,154,724940,Undirected
120,194,724940,Undirected
122,154,724960,Undirected
29,194,724980,Undirected
122,154,724980,Undirected
131,255,725080,Undirected
271,448,725100,Undirected
271,448,725120,Undirected
150,533,725120,Undirected
268,751,725140,Undirected
131,255,725140,Undirected
194,765,725140,Undirected
268,751,725160,Undirected
150,533,725160,Undirected
150,533,725180,Undirected
268,751,725220,Undirected
150,533,725220,Undirected
268,751,725240,Undirected
150,533,725240,Undirected
122,255,725320,Undirected
779,939,725440,Undirected
150,533,725440,Undirected
150,533,725460,Undirected
268,751,725480,Undirected
150,533,725480,Undirected
211,267,725520,Undirected
122,255,725540,Undirected
268,751,725560,Undirected
122,255,725580,Undirected
150,533,725600,Undirected
29,267,725600,Undirected
29,122,725600,Undirected
150,533,725620,Undirected
150,533,725640,Undirected
150,533,725660,Undirected
150,533,725680,Undirected
150,533,725700,Undirected
150,533,725740,Undirected
268,751,725760,Undirected
150,533,725760,Undirected
150,533,725780,Undirected
150,533,725800,Undirected
154,499,725840,Undirected
150,533,725840,Undirected
150,533,725860,Undirected
268,751,725880,Undirected
150,533,725880,Undirected
268,751,725900,Undirected
268,751,725920,Undirected
268,751,725940,Undirected
150,533,725940,Undirected
268,751,725960,Undirected
150,533,725960,Undirected
268,751,725980,Undirected
150,533,725980,Undirected
150,533,726000,Undirected
268,751,726020,Undirected
150,533,726020,Undirected
63,481,726040,Undirected
150,533,726040,Undirected
150,533,726060,Undirected
29,513,726080,Undirected
150,533,726080,Undirected
268,751,726100,Undirected
150,533,726100,Undirected
150,533,726120,Undirected
268,751,726140,Undirected
150,533,726160,Undirected
150,533,726180,Undirected
481,709,726220,Undirected
194,765,726220,Undirected
194,765,726240,Undirected
481,709,726240,Undirected
194,765,726260,Undirected
481,709,726260,Undirected
194,765,726280,Undirected
150,533,726300,Undirected
150,533,726320,Undirected
150,533,726340,Undirected
150,533,726360,Undirected
150,533,726380,Undirected
150,533,726400,Undirected
153,271,726420,Undirected
150,533,726420,Undirected
150,533,726440,Undirected
150,533,726460,Undirected
150,533,726480,Undirected
134,875,726500,Undirected
134,875,726540,Undirected
63,481,726560,Undirected
150,533,726560,Undirected
134,875,726560,Undirected
134,875,726580,Undirected
134,875,726600,Undirected
134,875,726620,Undirected
134,875,726640,Undirected
17,875,726680,Undirected
63,481,726680,Undirected
63,481,726700,Undirected
63,481,726720,Undirected
63,481,726740,Undirected
63,481,726760,Undirected
63,533,726780,Undirected
63,499,726800,Undirected
153,154,726860,Undirected
154,499,726880,Undirected
150,533,726880,Undirected
494,786,726940,Undirected
154,499,726940,Undirected
194,311,726940,Undirected
194,765,726940,Undirected
154,499,726960,Undirected
154,499,726980,Undirected
496,786,727000,Undirected
154,499,727000,Undirected
101,511,727040,Undirected
268,751,727060,Undirected
101,511,727060,Undirected
101,511,727080,Undirected
101,511,727100,Undirected
101,511,727180,Undirected
268,751,727220,Undirected
481,709,727220,Undirected
101,511,727260,Undirected
63,481,727260,Undirected
63,481,727280,Undirected
101,511,727300,Undirected
101,511,727320,Undirected
15,123,727340,Undirected
101,511,727340,Undirected
63,481,727340,Undirected
63,481,727360,Undirected
15,123,727360,Undirected
101,511,727360,Undirected
15,253,727360,Undirected
15,123,727380,Undirected
101,511,727380,Undirected
63,481,727400,Undirected
101,511,727400,Undirected
15,253,727400,Undirected
15,253,727420,Undirected
101,511,727440,Undirected
15,253,727440,Undirected
101,511,727460,Undirected
122,154,727460,Undirected
15,253,727460,Undirected
101,511,727480,Undirected
15,253,727480,Undirected
101,511,727500,Undirected
15,253,727500,Undirected
15,253,727520,Undirected
101,511,727560,Undirected
102,335,727560,Undirected
101,511,727580,Undirected
222,267,727580,Undirected
222,267,727600,Undirected
268,751,727600,Undirected
101,511,727600,Undirected
15,253,727600,Undirected
268,751,727620,Undirected
101,511,727620,Undirected
222,267,727620,Undirected
150,154,727640,Undirected
63,481,727640,Undirected
268,751,727640,Undirected
101,511,727640,Undirected
123,253,727640,Undirected
101,511,727660,Undirected
63,481,727660,Undirected
101,511,727680,Undirected
150,533,727680,Undirected
222,267,727700,Undirected
101,511,727700,Undirected
150,533,727720,Undirected
101,511,727740,Undirected
150,533,727740,Undirected
101,511,727760,Undirected
150,533,727760,Undirected
101,511,727780,Undirected
268,751,727800,Undirected
101,511,727800,Undirected
222,267,727800,Undirected
222,267,727820,Undirected
268,751,727820,Undirected
481,709,727820,Undirected
268,751,727840,Undirected
101,511,727840,Undirected
101,511,727860,Undirected
481,709,727860,Undirected
533,709,727880,Undirected
63,533,727880,Undirected
268,751,727900,Undirected
222,267,727900,Undirected
222,267,727920,Undirected
63,213,727940,Undirected
101,511,727940,Undirected
15,253,727960,Undirected
122,533,728000,Undirected
63,213,728000,Undirected
268,751,728000,Undirected
268,751,728020,Undirected
63,709,728040,Undirected
101,511,728040,Undirected
101,511,728060,Undirected
63,709,728060,Undirected
101,511,728080,Undirected
101,511,728100,Undirected
154,499,728100,Undirected
154,499,728120,Undirected
101,511,728140,Undirected
154,499,728140,Undirected
101,511,728160,Undirected
154,499,728160,Undirected
273,826,728180,Undirected
154,499,728180,Undirected
101,511,728180,Undirected
268,751,728200,Undirected
101,511,728200,Undirected
101,511,728220,Undirected
101,511,728240,Undirected
101,511,728280,Undirected
222,267,728320,Undirected
101,511,728320,Undirected
35,265,728320,Undirected
150,533,728340,Undirected
101,511,728340,Undirected
35,265,728340,Undirected
101,511,728360,Undirected
35,265,728360,Undirected
35,265,728380,Undirected
101,511,728400,Undirected
268,751,728420,Undirected
101,511,728440,Undirected
268,751,728460,Undirected
101,511,728460,Undirected
101,511,728500,Undirected
101,511,728520,Undirected
35,265,728540,Undirected
101,511,728560,Undirected
63,481,728580,Undirected
63,709,728620,Undirected
101,511,728640,Undirected
101,511,728660,Undirected
63,709,728660,Undirected
101,511,728680,Undirected
63,709,728680,Undirected
268,751,728700,Undirected
15,253,728720,Undirected
268,751,728740,Undirected
63,481,728740,Undirected
268,751,728760,Undirected
268,751,728780,Undirected
268,751,728800,Undirected
271,499,728800,Undirected
35,265,728820,Undirected
268,751,728820,Undirected
15,253,728820,Undirected
271,499,728840,Undirected
268,751,728840,Undirected
101,511,728840,Undirected
35,265,728840,Undirected
268,751,728860,Undirected
35,265,728860,Undirected
63,709,728880,Undirected
35,265,728880,Undirected
268,751,728900,Undirected
35,265,728900,Undirected
63,481,728900,Undirected
268,751,728920,Undirected
63,481,728920,Undirected
268,751,728940,Undirected
101,511,728940,Undirected
268,751,728960,Undirected
63,709,728960,Undirected
268,751,728980,Undirected
268,751,729000,Undirected
63,709,729000,Undirected
15,253,729020,Undirected
63,481,729020,Undirected
268,751,729040,Undirected
101,511,729060,Undirected
268,751,729100,Undirected
268,751,729120,Undirected
101,511,729120,Undirected
268,751,729140,Undirected
101,511,729140,Undirected
268,751,729160,Undirected
101,511,729160,Undirected
15,253,729160,Undirected
268,751,729180,Undirected
15,253,729180,Undirected
268,751,729220,Undirected
268,751,729240,Undirected
268,751,729260,Undirected
101,511,729300,Undirected
63,709,729300,Undirected
268,751,729320,Undirected
101,511,729320,Undirected
268,751,729340,Undirected
101,511,729340,Undirected
268,751,729360,Undirected
101,511,729360,Undirected
268,751,729380,Undirected
63,709,729380,Undirected
268,751,729400,Undirected
63,709,729400,Undirected
268,751,729420,Undirected
101,511,729460,Undirected
101,511,729500,Undirected
271,709,729540,Undirected
101,511,729560,Undirected
271,709,729560,Undirected
56,154,729580,Undirected
101,511,729600,Undirected
56,939,729600,Undirected
271,709,729600,Undirected
56,939,729620,Undirected
271,709,729620,Undirected
101,511,729660,Undirected
56,939,729660,Undirected
101,511,729680,Undirected
101,511,729700,Undirected
15,253,729700,Undirected
101,511,729720,Undirected
271,709,729720,Undirected
271,709,729740,Undirected
123,253,729740,Undirected
101,511,729760,Undirected
271,709,729760,Undirected
271,709,729780,Undirected
271,709,729820,Undirected
101,511,729840,Undirected
271,709,729840,Undirected
63,779,729860,Undirected
63,154,729860,Undirected
271,481,729860,Undirected
271,481,729880,Undirected
101,511,729900,Undirected
154,271,729920,Undirected
50,875,730020,Undirected
50,875,730040,Undirected
50,875,730060,Undirected
50,875,730080,Undirected
63,481,730080,Undirected
268,751,730100,Undirected
50,875,730100,Undirected
268,751,730120,Undirected
50,875,730120,Undirected
268,751,730140,Undirected
268,751,730160,Undirected
268,751,730180,Undirected
63,481,730180,Undirected
268,751,730200,Undirected
268,751,730220,Undirected
63,481,730220,Undirected
268,751,730240,Undirected
63,481,730240,Undirected
63,481,730300,Undirected
63,481,730320,Undirected
29,513,730340,Undirected
268,751,730380,Undirected
268,751,730400,Undirected
268,751,730420,Undirected
268,751,730440,Undirected
123,253,730460,Undirected
63,154,730500,Undirected
21,804,730520,Undirected
481,709,730540,Undirected
481,709,730560,Undirected
63,481,730560,Undirected
63,481,730580,Undirected
56,939,730620,Undirected
481,709,730640,Undirected
56,102,730660,Undirected
153,271,730680,Undirected
56,939,730680,Undirected
153,154,730720,Undirected
153,271,730760,Undirected
153,271,730780,Undirected
15,253,730860,Undirected
153,271,730880,Undirected
153,271,730900,Undirected
102,804,730920,Undirected
153,271,730920,Undirected
153,271,730940,Undirected
102,804,731020,Undirected
15,253,731040,Undirected
102,804,731060,Undirected
56,939,731080,Undirected
102,804,731140,Undirected
102,804,731160,Undirected
15,253,731220,Undirected
153,271,731220,Undirected
56,939,731220,Undirected
15,253,731240,Undirected
153,271,731240,Undirected
15,253,731260,Undirected
153,271,731260,Undirected
153,271,731280,Undirected
15,253,731300,Undirected
153,271,731320,Undirected
153,271,731340,Undirected
15,253,731360,Undirected
153,271,731360,Undirected
15,253,731380,Undirected
153,271,731380,Undirected
15,253,731400,Undirected
153,271,731400,Undirected
15,253,731420,Undirected
153,271,731420,Undirected
15,253,731440,Undirected
15,253,731460,Undirected
153,271,731460,Undirected
15,253,731480,Undirected
15,253,731500,Undirected
102,804,731520,Undirected
123,253,731520,Undirected
102,804,731540,Undirected
102,804,731560,Undirected
102,804,731580,Undirected
102,804,731600,Undirected
63,481,731720,Undirected
222,267,731840,Undirected
150,709,731860,Undirected
150,709,731880,Undirected
222,267,731880,Undirected
63,765,731940,Undirected
63,481,731980,Undirected
15,253,732120,Undirected
113,513,732180,Undirected
15,253,732200,Undirected
63,481,732260,Undirected
15,95,732380,Undirected
15,95,732400,Undirected
15,95,732420,Undirected
15,95,732440,Undirected
150,153,732460,Undirected
15,95,732460,Undirected
15,95,732520,Undirected
56,431,732540,Undirected
15,95,732580,Undirected
15,95,732600,Undirected
15,95,732620,Undirected
15,95,732640,Undirected
15,95,732660,Undirected
15,95,732680,Undirected
101,511,732720,Undirected
15,95,732720,Undirected
15,95,732740,Undirected
50,102,732740,Undirected
50,102,732760,Undirected
15,95,732820,Undirected
15,95,732860,Undirected
15,95,732900,Undirected
56,431,732900,Undirected
15,95,732920,Undirected
56,431,732920,Undirected
15,95,732940,Undirected
50,102,732940,Undirected
15,95,732960,Undirected
15,95,733000,Undirected
63,481,733000,Undirected
15,95,733020,Undirected
15,95,733040,Undirected
15,95,733060,Undirected
271,499,733060,Undirected
56,939,733060,Undirected
56,939,733080,Undirected
15,95,733080,Undirected
50,102,733080,Undirected
63,481,733100,Undirected
15,95,733100,Undirected
50,102,733100,Undirected
15,95,733120,Undirected
50,102,733120,Undirected
15,95,733140,Undirected
15,95,733160,Undirected
50,102,733160,Undirected
105,513,733180,Undirected
15,95,733180,Undirected
105,513,733200,Undirected
15,95,733200,Undirected
56,939,733200,Undirected
15,95,733220,Undirected
56,939,733220,Undirected
15,95,733240,Undirected
56,939,733240,Undirected
15,95,733260,Undirected
56,939,733260,Undirected
56,939,733280,Undirected
56,939,733300,Undirected
56,939,733320,Undirected
56,431,733340,Undirected
56,939,733340,Undirected
56,939,733360,Undirected
63,533,733360,Undirected
56,939,733380,Undirected
63,533,733380,Undirected
105,113,733400,Undirected
63,533,733400,Undirected
496,786,733420,Undirected
15,95,733440,Undirected
496,786,733440,Undirected
63,533,733460,Undirected
154,271,733500,Undirected
102,804,733600,Undirected
102,804,733700,Undirected
29,95,733700,Undirected
56,939,733700,Undirected
29,95,733720,Undirected
29,95,733740,Undirected
29,95,733760,Undirected
29,95,733780,Undirected
29,95,733800,Undirected
102,804,733900,Undirected
29,95,733920,Undirected
29,95,733940,Undirected
29,95,733960,Undirected
95,194,733960,Undirected
265,751,733980,Undirected
95,194,733980,Undirected
265,751,734000,Undirected
265,751,734020,Undirected
105,113,734020,Undirected
63,154,734080,Undirected
150,154,734100,Undirected
63,150,734100,Undirected
63,154,734100,Undirected
150,709,734120,Undirected
63,271,734140,Undirected
63,154,734140,Undirected
222,267,734140,Undirected
63,271,734160,Undirected
150,709,734180,Undirected
